locale,group,key,value,unicodeCodePoints,utf8Bytes,basis
"fr-FR","featureBlanks","130","Viser légèrement vers le bas","28","30","dictionary-candidate"
"hu-HU","names","Pro Autofocus","Speciális automatikus fókusz","28","30","dictionary-candidate"
"hu-HU","names","Drop Next","Következő jelölő elhelyezése","28","33","review-required"
"it-IT","names","Axial Focus-Aware","Collegata alla messa a fuoco","28","28","dictionary-candidate"
"nb-NO","names","Smooth DoF Edges","Jevn ut dybdeskarphetskanter","28","28","dictionary-candidate"
"nb-NO","names","Max Blur Size","Maksimal uskarphetsstørrelse","28","29","review-required"
"nl-NL","featureBlanks","114","Witbalanscorrectie: resetten","28","28","canon-adapted"
"pt-PT","names","Avatar AF","Focagem automática no avatar","28","29","dictionary-candidate"
"pt-PT","names","Manual Focus Assist","Assistência à focagem manual","28","30","dictionary-candidate"
"pt-PT","names","Clear All (Hold)","Limpar tudo (manter premido)","28","28","dictionary-candidate"
"pt-PT","dynamic","ZoomInSpeed4","Velocidade de teleobjetiva 4","28","28","dictionary-candidate"
"pt-PT","featureBlanks","104","Velocidade de teleobjetiva 1","28","28","dictionary-candidate"
"pt-PT","featureBlanks","105","Velocidade de teleobjetiva 2","28","28","dictionary-candidate"
"pt-PT","featureBlanks","106","Velocidade de teleobjetiva 3","28","28","dictionary-candidate"
"ro-RO","names","Pro Autofocus","Focalizare automată avansată","28","30","dictionary-candidate"
"ro-RO","names","AF-ON","Activare focalizare automată","28","29","dictionary-candidate"
"ru-RU","names","Max Blur Size","Максимальный размер размытия","28","54","dictionary-candidate"
"ru-RU","featureBlanks","121","К бесконечности: средний шаг","28","52","canon-adapted"
"uk-UA","names","Max Blur Size","Максимальний розмір розмиття","28","54","review-required"
"uk-UA","names","Move Drone Vertical","Перемістити дрон вертикально","28","54","review-required"
"bg-BG","names","EV Dial","Компенсация на експонацията","27","52","canon-exact"
"bg-BG","names","Hand Rotate (Pins)","Завъртане на маркери с ръка","27","50","dictionary-candidate"
"bg-BG","names","Drop Next","Поставяне на следващ маркер","27","51","dictionary-candidate"
"cs-CZ","names","Axial CA","Podélná chromatická aberace","27","30","dictionary-candidate"
"cs-CZ","names","Teleport Next","Teleportovat k další značce","27","30","dictionary-candidate"
"da-DK","names","Smooth DoF Edges","Udjævn dybdeskarphedskanter","27","28","review-required"
"da-DK","names","Axial CA","Aksial kromatisk aberration","27","27","dictionary-candidate"
"da-DK","names","Teleport Next","Teleportér til næste markør","27","30","dictionary-candidate"
"el-GR","names","Portrait","Κατακόρυφος προσανατολισμός","27","53","dictionary-candidate"
"el-GR","names","Track Self...","Παρακολούθηση του εαυτού...","27","49","dictionary-candidate"
"el-GR","names","Avatar AF","Αυτόματη εστίαση στο avatar","27","45","dictionary-candidate"
"el-GR","names","Move Drone Vertical","Κατακόρυφη μετακίνηση drone","27","47","dictionary-candidate"
"el-GR","names","Drop Next","Τοποθέτηση επόμενου σημείου","27","52","review-required"
"el-GR","featureBlanks","121","Προς το άπειρο: μεσαίο βήμα","27","49","canon-adapted"
"es-419","names","Pro Autofocus","Enfoque automático avanzado","27","28","review-required"
"es-419","names","Response","Sensibilidad de seguimiento","27","27","canon-exact"
"es-419","names","Max Blur Size","Tamaño máximo de desenfoque","27","29","review-required"
"es-419","names","Move Drone Vertical","Mover el dron verticalmente","27","27","review-required"
"es-419","dynamic","ZoomInSpeed4","Velocidad de teleobjetivo 4","27","27","review-required"
"es-419","dynamic","ZoomOutSpeed4","Velocidad de gran angular 4","27","27","review-required"
"es-419","featureBlanks","100","Velocidad de gran angular 1","27","27","review-required"
"es-419","featureBlanks","101","Velocidad de gran angular 2","27","27","review-required"
"es-419","featureBlanks","102","Velocidad de gran angular 3","27","27","review-required"
"es-419","featureBlanks","104","Velocidad de teleobjetivo 1","27","27","review-required"
"es-419","featureBlanks","105","Velocidad de teleobjetivo 2","27","27","review-required"
"es-419","featureBlanks","106","Velocidad de teleobjetivo 3","27","27","review-required"
"es-ES","names","Pro Autofocus","Enfoque automático avanzado","27","28","review-required"
"es-ES","names","Response","Sensibilidad de seguimiento","27","27","canon-exact"
"es-ES","names","Max Blur Size","Tamaño máximo de desenfoque","27","29","review-required"
"es-ES","names","Move Drone Vertical","Mover el dron verticalmente","27","27","review-required"
"es-ES","dynamic","ZoomInSpeed4","Velocidad de teleobjetivo 4","27","27","review-required"
"es-ES","dynamic","ZoomOutSpeed4","Velocidad de gran angular 4","27","27","review-required"
"es-ES","featureBlanks","100","Velocidad de gran angular 1","27","27","review-required"
"es-ES","featureBlanks","101","Velocidad de gran angular 2","27","27","review-required"
"es-ES","featureBlanks","102","Velocidad de gran angular 3","27","27","review-required"
"es-ES","featureBlanks","104","Velocidad de teleobjetivo 1","27","27","review-required"
"es-ES","featureBlanks","105","Velocidad de teleobjetivo 2","27","27","review-required"
"es-ES","featureBlanks","106","Velocidad de teleobjetivo 3","27","27","review-required"
"fi-FI","names","Transverse CA","Poikittainen väriaberraatio","27","28","dictionary-candidate"
"fi-FI","names","Axial CA","Pitkittäinen väriaberraatio","27","29","dictionary-candidate"
"fi-FI","featureBlanks","121","Kohti ääretöntä: keskisuuri","27","31","canon-adapted"
"hu-HU","names","AF-ON","Automatikus fókusz indítása","27","30","dictionary-candidate"
"hu-HU","names","3:2 DSLR","3:2 Digitális tükörreflexes","27","30","dictionary-candidate"
"it-IT","names","Tilt-Shift","Basculaggio e decentramento","27","27","review-required"
"nb-NO","names","Axial CA","Aksial kromatisk aberrasjon","27","27","dictionary-candidate"
"nb-NO","names","Teleport Next","Teleporter til neste markør","27","28","dictionary-composition"
"nb-NO","featureBlanks","113","Hvitbalansekorrigering: blå","27","28","review-required"
"nl-NL","names","Auto Focus","Automatische scherpstelling","27","27","canon-adapted"
"nl-NL","names","AF Lock","Scherpstelling vergrendelen","27","27","dictionary-candidate"
"nl-NL","names","Move Drone Vertical","Drone verticaal verplaatsen","27","27","dictionary-candidate"
"nl-NL","names","Drop Next","Volgende markering plaatsen","27","27","dictionary-candidate"
"nn-NO","names","Axial CA","Aksial kromatisk aberrasjon","27","27","review-required"
"nn-NO","names","Max Blur Size","Største uskarpleiksstorleik","27","28","review-required"
"nn-NO","names","Teleport Next","Teleporter til neste markør","27","28","dictionary-composition"
"nn-NO","featureBlanks","113","Kvitbalansekorrigering: blå","27","28","education-composition"
"pl-PL","names","Film Grain","Ziarno błony fotograficznej","27","28","adobe-exact"
"pl-PL","names","Max Blur Size","Maksymalny rozmiar rozmycia","27","27","review-required"
"pl-PL","featureBlanks","121","Ku nieskończoności: średnio","27","30","canon-adapted"
"pt-PT","names","Pro Autofocus","Focagem automática avançada","27","29","review-required"
"pt-PT","names","Response","Sensibilidade de seguimento","27","27","canon-adapted"
"ro-RO","names","Far Clip Plane","Plan de decupare îndepărtat","27","29","dictionary-candidate"
"ru-RU","names","Pro Autofocus","Расширенная автофокусировка","27","53","dictionary-candidate"
"ru-RU","names","Far Clip Plane","Дальняя плоскость отсечения","27","52","dictionary-candidate"
"ru-RU","featureBlanks","118","К ближнему плану: малый шаг","27","49","canon-adapted"
"sv-SE","names","Smooth DoF Edges","Mjuka upp skärpedjupskanter","27","28","dictionary-candidate"
"sv-SE","names","Axial CA","Axiell kromatisk aberration","27","27","dictionary-candidate"
"th-TH","names","Smooth DoF Edges","ปรับขอบระยะชัดลึกให้นุ่มนวล","27","81","review-required"
"tr-TR","names","Clear All (Hold)","Tümünü temizle (basılı tut)","27","32","review-required"
"uk-UA","names","Move Pivot","Перемістити точку обертання","27","52","review-required"
"uk-UA","names","Track Pivot","Стежити за точкою обертання","27","51","review-required"
"uk-UA","names","Load Defaults","Завантажити типові значення","27","52","dictionary-candidate"
"bg-BG","names","Focus Peaking","MF подчертаване на контури","26","47","canon-exact"
"bg-BG","names","Manual Focus Assist","Помощ при ръчно фокусиране","26","49","dictionary-candidate"
"bg-BG","names","Hide Remote Players","Скриване на другите играчи","26","49","review-required"
"bg-BG","names","Playback","Позиция на възпроизвеждане","26","50","dictionary-candidate"
"cs-CZ","names","Transverse CA","Příčná chromatická aberace","26","31","dictionary-candidate"
"cs-CZ","dynamic","ZoomInSpeed4","Rychlost k teleobjektivu 4","26","26","dictionary-candidate"
"cs-CZ","dynamic","ZoomOutSpeed4","Rychlost k širokému úhlu 4","26","29","dictionary-candidate"
"cs-CZ","featureBlanks","100","Rychlost k širokému úhlu 1","26","29","dictionary-candidate"
"cs-CZ","featureBlanks","101","Rychlost k širokému úhlu 2","26","29","dictionary-candidate"
"cs-CZ","featureBlanks","102","Rychlost k širokému úhlu 3","26","29","dictionary-candidate"
"cs-CZ","featureBlanks","104","Rychlost k teleobjektivu 1","26","26","dictionary-candidate"
"cs-CZ","featureBlanks","105","Rychlost k teleobjektivu 2","26","26","dictionary-candidate"
"cs-CZ","featureBlanks","106","Rychlost k teleobjektivu 3","26","26","dictionary-candidate"
"da-DK","names","Max Blur Size","Maksimal sløringsstørrelse","26","28","review-required"
"da-DK","featureBlanks","113","Hvidbalancekorrektion: blå","26","27","canon-adapted"
"de-DE","featureBlanks","121","Richtung unendlich: mittel","26","26","canon-adapted"
"el-GR","names","Pro Autofocus","Προηγμένη αυτόματη εστίαση","26","50","dictionary-candidate"
"el-GR","names","Transverse CA","Εγκάρσια χρωματική εκτροπή","26","50","dictionary-candidate"
"el-GR","featureBlanks","108","Διόρθωση έκθεσης −1/3 στοπ","26","47","canon-adapted"
"el-GR","featureBlanks","110","Διόρθωση έκθεσης +1/3 στοπ","26","45","canon-adapted"
"el-GR","featureBlanks","117","Προς τα κοντά: μεσαίο βήμα","26","47","canon-adapted"
"el-GR","featureBlanks","120","Προς το άπειρο: μικρό βήμα","26","47","canon-adapted"
"el-GR","featureBlanks","129","Στόχευση λίγο προς τα πάνω","26","48","dictionary-candidate"
"el-GR","featureBlanks","130","Στόχευση λίγο προς τα κάτω","26","48","dictionary-candidate"
"es-419","names","Focus Peaking","Valor máximo de enfoque MF","26","27","canon-adapted"
"es-419","names","Axial CA","Aberración cromática axial","26","28","review-required"
"es-ES","names","Focus Peaking","Valor máximo de enfoque MF","26","27","canon-adapted"
"es-ES","names","Axial CA","Aberración cromática axial","26","28","review-required"
"fi-FI","names","Center X","Vaakasuuntainen keskipiste","26","26","dictionary-candidate"
"fi-FI","names","Center Y","Pystysuuntainen keskipiste","26","26","dictionary-candidate"
"fi-FI","names","Camera Pins & Dolly","Kameramerkit ja kamera-ajo","26","26","dictionary-candidate"
"fr-FR","names","Hide Remote Players","Masquer les autres joueurs","26","26","dictionary-candidate"
"hu-HU","names","Avatar AF","Avatar automatikus fókusza","26","27","dictionary-candidate"
"it-IT","names","Focus Guide","Guida per la messa a fuoco","26","26","canon-exact"
"it-IT","names","Move Drone Vertical","Sposta drone verticalmente","26","26","dictionary-candidate"
